CityId,Han,age,card_age,cashAmt_mean,cashAmt_non_null_months,cashCnt_mean,cashCnt_non_null_months,cashTotalAmt,cashTotalCnt,education,idVerify,inCourt,isBlackList,isCrime,isDue,maritalStatus,monthCardLargeAmt,netLength,noTransWeekPre,onlineTransAmt,onlineTransCnt,publicPayAmt,publicPayCnt,sex,threeVerify,transAmt_mean?,transAmt_non_null_months,transCnt_mean,transCnt_non_null_months,transTotalAmt?,transTotalCnt,Default
一线城市,0,25,2,100,1,1,1,100,1,?小学,?None,1,0,1,0,?未婚,0,?6-12个月,0.96,-4000,4,0,0,?男,?一致,0,2,0,2,0,0,0
其它,0,41,35,0,0,0,0,0,0,?None,?不一致,0,0,0,0,?已婚,26360,?无效,0.58,20910,42,2150,10,?女,?不一致,5006.67,9,4,9,45110,36,0
其它,0,41,64,1366.67,3,1.67,3,4100,5,?高中,?None,0,0,0,0,?未婚,17580,?24个月以上,0.48,55400,48,26830,12,?男,?一致,5334.55,11,4.18,11,58720,45,0
其它,0,37,26,10780,10,4.1,10,107800,41,?小学,?None,0,0,0,0,?未婚,27550,?24个月以上,0.4,-240280,48,-44580,7,?男,?一致,16079,10,3.2,10,160810,33,0
一线城市,0,39,31,1700,1,1,1,1700,1,?小学,?None,0,0,0,0,?已婚,23820,?24个月以上,0.12,-995680,162,-530870,90,?男,?一致,5786.67,12,1.08,12,69500,12,0
其它,0,26,24,0,0,0,0,0,0,?初中,?一致,0,0,0,0,?未婚,2500,?0-6个月,0.96,-2500,1,0,0,?男,?不一致,1250,2,1,2,2500,2,0
一线城市,0,28,9,1850,2,2,2,3700,4,?None,?None,0,0,0,0,?未婚,74350,?0-6个月,0.56,66090,84,11030,5,?男,?不一致,38796.25,8,8.38,8,310400,69,0
二线城市,0,34,32,500,1,1,1,500,1,?小学,?不一致,0,0,0,0,?已婚,13260,?24个月以上,0.02,-1745320,306,15360,12,?男,?一致,3776.67,12,4.42,12,45370,51,0
一线城市,0,52,19,2614.29,7,2.29,7,18300,16,?初中,?不一致,1,1,0,0,?已婚,86940,?12-24个月,0.56,22030,8,18190,6,?女,?一致,12301.11,9,2,9,110730,18,0
一线城市,0,53,11,3500,2,1.5,2,7000,3,?初中,?None,0,0,0,0,?None,11220,?24个月以上,0.83,-16800,21,-35000,2,?男,?一致,8976,5,2.6,5,44910,12,0
一线城市,0,29,33,0,0,0,0,0,0,?None,?None,0,0,0,0,?已婚,12000,?24个月以上,0.94,15000,2,0,0,?男,?一致,5013.33,3,1.33,3,15040,4,0
一线城市,0,34,40,0,0,0,0,0,0,?小学,?一致,0,0,0,0,?已婚,1060,?24个月以上,0.15,-595260,159,2230,7,?女,?不一致,289.17,12,1.25,12,3500,15,0
一线城市,0,46,3,600,1,1,1,600,1,?小学,?None,0,1,0,0,?None,0,?24个月以上,0.94,0,0,0,0,?男,?一致,0,3,0,3,0,0,0
一线城市,0,41,4,800,1,2,1,800,2,?None,?None,0,0,0,0,?未婚,0,?24个月以上,0.96,0,0,0,0,?男,?一致,0,2,0.5,2,0,1,0
二线城市,0,46,12,0,0,0,0,0,0,?高中,?一致,0,0,0,0,?未婚,3750,?0-6个月,0.98,0,0,0,0,?男,?不一致,3750,1,1,1,3750,1,0
其它,0,24,3,1350,2,2,2,2700,4,?初中,?None,0,0,0,0,?已婚,1580,?0-6个月,0.9,1300,2,0,3,?女,?一致,850,2,3,2,1700,6,0
其它,0,53,29,2991,10,2.5,10,29910,25,?None,?None,0,0,0,0,?未婚,15930,?0-6个月,0.12,-61980,114,-42780,27,?女,?不一致,6178.33,12,5.08,12,74200,63,0
二线城市,0,39,25,1500,3,1,3,4500,3,?本科以上,?不一致,0,0,0,0,?未婚,13680,?24个月以上,0.38,-20950,54,900,10,?女,?一致,2840,10,2.1,10,28470,21,0
二线城市,0,25,34,0,0,0,0,0,0,?小学,?None,0,0,0,0,?None,0,?0-6个月,0.9,-2700,15,0,10,?男,?None,0,1,0,1,0,0,0
二线城市,0,28,42,0,0,0,0,0,0,?高中,?一致,0,0,0,1,?已婚,180,?24个月以上,0.94,240,3,0,0,?男,?一致,120,2,1.5,2,240,3,0
一线城市,0,33,43,800,2,1.5,2,1600,3,?高中,?一致,0,0,0,0,?已婚,37100,?无效,0.75,17310,42,15910,8,?女,?不一致,17147.5,4,6.75,4,68610,25,0
其它,0,26,6,0,0,0,0,0,0,?本科以上,?None,0,0,0,0,?None,2300,?24个月以上,0.98,2300,1,0,0,?女,?一致,2300,1,1,1,2300,1,0
二线城市,0,44,52,0,0,0,0,0,0,?初中,?None,1,0,0,0,?None,2050,?24个月以上,0.71,680,15,0,0,?男,?一致,407.5,8,2.63,8,3280,21,0
二线城市,0,53,44,350,2,1,2,700,2,?高中,?一致,0,0,0,0,?已婚,990,?0-6个月,0.88,-2090,6,0,0,?女,?一致,563.33,3,1,3,1690,3,0
一线城市,0,27,37,2216.67,12,3.08,12,26600,37,?小学,?一致,0,0,0,0,?已婚,6380,?无效,0.13,-109690,51,6270,4,?女,?不一致,1915,12,1.67,12,23010,18,0
二线城市,0,37,15,7000,1,2,1,7000,2,?初中,?None,0,0,0,0,?未婚,20300,?24个月以上,0.9,0,0,20900,7,?男,?None,6562.5,4,2.25,4,26250,9,0
二线城市,0,24,30,1000,7,1.43,7,7000,10,?小学,?None,0,0,0,0,?未婚,2100,?无效,0.62,-5300,4,0,0,?女,?None,682,10,1.3,10,6840,12,0
一线城市,0,48,7,100,1,1,1,100,1,?初中,?None,0,0,0,0,?未婚,980,?0-6个月,0.94,0,0,0,0,?男,?不一致,490,2,1.5,2,980,3,0
一线城市,0,31,9,2300,2,2,2,4600,4,?本科以上,?一致,0,0,0,0,?已婚,2050,?24个月以上,0.54,-197190,37,1600,2,?女,?一致,514.44,9,2.56,9,4650,23,0
